228717	754
826226	755
637219	756
565731	757
790061	758
613736	759
543206	760
725957	761
606613	762
621670	763
674444	764
749898	765
622634	766
840919	767
462591	768
130343	769
606924	770
181489	771
183526	772
506018	773
757701	774
684751	775
652117	776
503075	777
577096	778
673181	779
857345	780
405017	781
561840	782
852726	783
635666	784
827629	785
531325	786
151280	787
803939	788
707448	789
817439	790
749376	791
840822	792
858467	793
815527	794
719508	795
854063	796
642218	797
852637	798
14142144	799
820120	800
13578636	801
629424	802
823905	803
13691462	804
241510	805
856499	806
13670130	807
816486	808
565711	809
749580	810
462522	811
642403	812
791811	813
661867	814
139416	815
713729	816
14191835	817
674030	818
736647	819
176093	820
173743	821
624730	822
660288	823
626113	824
734239	825
672972	826
15238666	827
141343	828
673489	829
563468	830
852590	831
629856	832
510420	833
684536	834
825554	835
779668	836
610463	837
216211	838
228229	839
215955	840
530211	841
851476	842
517919	843
449734	844
318328	845
14987783	846
810512	847
714304	848
13720336	849
14828421	850
415874	851
819442	852
803897	853
596480	854
835304	855
816696	856
790271	857
13559994	858
13772999	859
172213	860
628517	861
628661	862
815822	863
178676	864
649030	865
853713	866
852055	867
13565048	868
485272	869
853199	870
714301	871
339450	872
633092	873
855995	874
651566	875
13540002	876
814568	877
815415	878
186503	879
608688	880
852310	881
14870698	882
834841	883
715252	884
131309	885
825870	886
632484	887
11420428	888
444988	889
608933	890
13360762	891
120089	892
715580	893
465194	894
217603	895
139212	896
810680	897
748334	898
469039	899
815532	900
622983	901
749774	902
847114	903
840691	904
184496	905
855928	906
147318	907
847265	908
635942	909
815716	910
632367	911
498353	912
443979	913
630614	914
674058	915
620663	916
154064	917
428843	918
699059	919
619270	920
236549	921
852589	922
13541158	923
510988	924
845220	925
831269	926
807138	927
835049	928
13785294	929
726379	930
228054	931
14848533	932
844375	933
822217	934
619049	935
536200	936
856172	937
15053098	938
215954	939
466675	940
523730	941
602265	942
815533	943
855067	944
156369	945
812907	946
1001294720	947
842156	948
534775	949
129447	950
612995	951
15197591	952
240499	953
752688	954
14084212	955
13713593	956
838363	957
413041	958
662701	959
445140	960
432833	961
227769	962
718151	963
14088394	964
172300	965
577593	966
638834	967
567661	968
187848	969
510928	970
596482	971
510685	972
14811330	973
182657	974
14850010	975
192258	976
849131	977
510686	978
831910	979
562995	980
164032	981
642516	982
249504	983
581715	984
753016	985
854062	986
747950	987
825615	988
825681	989
844253	990
822976	991
15405437	992
852311	993
346037	994
14895774	995
814376	996
673150	997
713994	998
11366903	999
