812443	0
194777	1
822995	2
194776	3
449752	4
837398	5
808460	6
357735	7
855893	8
840995	9
855848	10
856512	11
462523	12
858626	13
230107	14
421022	15
244786	16
695233	17
819435	18
839028	19
815339	20
14608738	21
858178	22
856239	23
635800	24
855243	25
856631	26
672233	27
681628	28
277781	29
853132	30
782415	31
804027	32
13648272	33
856423	34
821598	35
847310	36
739843	37
478670	38
747586	39
654445	40
316606	41
851343	42
792130	43
830718	44
241595	45
381958	46
819918	47
853892	48
788041	49
511149	50
230110	51
804453	52
446536	53
546339	54
721367	55
335029	56
854575	57
510672	58
851729	59
629993	60
825760	61
834464	62
317761	63
840996	64
652123	65
847937	66
449736	67
790277	68
856629	69
839030	70
853974	71
854531	72
825435	73
854928	74
573926	75
142105	76
839029	77
854309	78
244601	79
853472	80
561940	81
187839	82
544505	83
479232	84
852290	85
823534	86
672234	87
468914	88
695126	89
181770	90
831549	91
856450	92
854515	93
842452	94
854925	95
856637	96
529015	97
432471	98
853964	99
854926	100
833435	101
852266	102
216147	103
216212	104
757643	105
856817	106
182590	107
635948	108
182489	109
853473	110
820013	111
172293	112
703157	113
651979	114
858434	115
388173	116
573975	117
813880	118
182505	119
827555	120
839511	121
858216	122
172301	123
164524	124
489745	125
185422	126
815481	127
624848	128
855556	129
829291	130
374781	131
550748	132
627922	133
851605	134
569731	135
853282	136
431292	137
651108	138
849316	139
818969	140
839212	141
843464	142
785910	143
825576	144
642460	145
851259	146
856292	147
464309	148
14949968	149
816665	150
852194	151
853987	152
701342	153
834465	154
614354	155
232545	156
855812	157
835196	158
648963	159
230206	160
855218	161
521335	162
310963	163
171677	164
847002	165
853742	166
840704	167
614782	168
825036	169
858010	170
845461	171
728774	172
858019	173
372269	174
172299	175
674032	176
635922	177
536964	178
593688	179
310290	180
816632	181
13474255	182
449751	183
229742	184
855833	185
218856	186
857207	187
222103	188
851251	189
839139	190
651125	191
857527	192
413509	193
651111	194
623386	195
804558	196
681629	197
499690	198
438097	199
13311966	200
856811	201
678025	202
316010	203
853774	204
820376	205
531272	206
825893	207
543548	208
849497	209
139417	210
728514	211
14871429	212
449733	213
520589	214
673041	215
566431	216
804248	217
126658	218
757644	219
340476	220
749907	221
425797	222
437810	223
848113	224
818910	225
857251	226
159187	227
753990	228
854572	229
188612	230
672235	231
230108	232
856638	233
831909	234
748088	235
544444	236
174117	237
806170	238
850222	239
510995	240
216852	241
164525	242
856228	243
442419	244
857390	245
837618	246
853710	247
542836	248
703158	249
841065	250
652066	251
642068	252
510673	253
516991	254
738342	255
236487	256
841820	257
535716	258
13524253	259
838824	260
778576	261
809789	262
854574	263
856318	264
340761	265
14611079	266
577600	267
856475	268
834525	269
607991	270
839584	271
853022	272
834333	273
825442	274
614313	275
832038	276
830295	277
847728	278
462521	279
674073	280
839223	281
581978	282
809763	283
465280	284
445011	285
695115	286
534286	287
823416	288
413455	289
187324	290
180919	291
753601	292
613449	293
826450	294
225054	295
847050	296
850814	297
176092	298
414951	299
444873	300
846175	301
834466	302
837932	303
414114	304
840686	305
716680	306
520146	307
728497	308
713429	309
462952	310
573203	311
138066	312
855063	313
831570	314
348617	315
843690	316
652033	317
153415	318
13723851	319
856177	320
853024	321
621893	322
462597	323
392495	324
139418	325
843347	326
846684	327
642461	328
857205	329
815556	330
550834	331
416559	332
812819	333
1001300946	334
637744	335
624530	336
858012	337
856756	338
710002	339
681871	340
468877	341
837693	342
840495	343
228160	344
181978	345
814370	346
713637	347
858011	348
821604	349
728538	350
637242	351
814146	352
230104	353
660366	354
567216	355
820006	356
520497	357
852618	358
626275	359
468021	360
802233	361
856765	362
516955	363
673611	364
827427	365
235294	366
752521	367
14141771	368
758912	369
608741	370
833650	371
805127	372
628527	373
815565	374
481126	375
620610	376
852251	377
318165	378
536552	379
651126	380
857257	381
858335	382
672106	383
621671	384
855068	385
465030	386
356106	387
840039	388
567360	389
789906	390
821611	391
825037	392
621677	393
831574	394
13514954	395
855028	396
629332	397
747774	398
634133	399
856291	400
449287	401
318488	402
711471	403
674044	404
614365	405
824438	406
702669	407
612974	408
457220	409
449738	410
14144781	411
660048	412
608951	413
817728	414
847141	415
13421234	416
178677	417
835200	418
15236478	419
469498	420
522209	421
173717	422
235364	423
608691	424
464654	425
834527	426
750056	427
857264	428
173734	429
822998	430
232586	431
15808537	432
13806984	433
510678	434
849343	435
243573	436
475863	437
715228	438
561288	439
573915	440
534770	441
858436	442
606139	443
462368	444
609288	445
608885	446
806905	447
533399	448
816645	449
856424	450
773131	451
185106	452
447016	453
619039	454
234538	455
174112	456
848356	457
856093	458
815530	459
11758803	460
823784	461
818860	462
239254	463
854951	464
536041	465
837686	466
816524	467
536972	468
785701	469
12038425	470
240683	471
817386	472
612970	473
856481	474
695116	475
637244	476
830723	477
693564	478
856357	479
344165	480
14600577	481
858462	482
706170	483
181066	484
850893	485
177412	486
14078295	487
442416	488
215913	489
567322	490
694735	491
854573	492
13694333	493
356352	494
612973	495
177968	496
389037	497
834467	498
747631	499
855989	500
757645	501
13437791	502
462592	503
843431	504
820132	505
353135	506
14179514	507
177413	508
779792	509
460579	510
842968	511
786063	512
14974108	513
174412	514
851633	515
318274	516
718468	517
725967	518
852614	519
683635	520
823426	521
606606	522
187342	523
295037	524
577734	525
13354339	526
614315	527
126677	528
244043	529
612464	530
857391	531
676334	532
11654007	533
535717	534
342238	535
241476	536
449732	537
695186	538
828048	539
14856938	540
822435	541
635373	542
853992	543
514025	544
803849	545
801482	546
837818	547
703111	548
632140	549
858420	550
237732	551
821366	552
144509	553
340057	554
801429	555
858179	556
838779	557
13713160	558
498609	559
858241	560
544506	561
449735	562
737527	563
815338	564
242788	565
242320	566
810131	567
764530	568
520138	569
699603	570
603617	571
853474	572
239802	573
184031	574
243371	575
806806	576
567500	577
184073	578
13430981	579
227950	580
144896	581
1001760719	582
453324	583
173741	584
833698	585
240309	586
344686	587
573943	588
542995	589
13899336	590
13667321	591
603607	592
158159	593
758862	594
737793	595
361833	596
637365	597
816618	598
813875	599
603616	600
575019	601
853116	602
362993	603
843543	604
218036	605
650985	606
544441	607
630871	608
665294	609
236488	610
515932	611
510987	612
420530	613
320647	614
843292	615
472524	616
130314	617
236484	618
13595234	619
810132	620
838781	621
578624	622
608712	623
413527	624
491760	625
582887	626
14174819	627
13514825	628
743973	629
186602	630
809629	631
839585	632
608682	633
567361	634
189305	635
832748	636
320399	637
854031	638
847568	639
858463	640
415928	641
818844	642
13302748	643
144197	644
853738	645
212919	646
14950920	647
320438	648
650547	649
651145	650
13516585	651
858601	652
791928	653
11435528	654
520587	655
649246	656
835197	657
852446	658
313339	659
228191	660
449748	661
215951	662
856826	663
561806	664
13464993	665
412946	666
845334	667
424945	668
316612	669
13651309	670
854818	671
857254	672
621674	673
13724396	674
856468	675
216013	676
820809	677
12819626	678
13121988	679
606306	680
840696	681
856810	682
13503674	683
620376	684
812905	685
466473	686
13665778	687
297868	688
522620	689
535661	690
13700974	691
11365829	692
243346	693
172865	694
164554	695
173742	696
480068	697
673718	698
825869	699
695117	700
635716	701
660301	702
510915	703
821600	704
11394726	705
412928	706
449717	707
130877	708
816667	709
834769	710
121926	711
184934	712
510690	713
357703	714
714302	715
843353	716
664399	717
737111	718
854814	719
188540	720
808133	721
820010	722
593751	723
830751	724
451697	725
624750	726
627756	727
178713	728
726378	729
184453	730
696604	731
411591	732
824583	733
841816	734
843564	735
365226	736
573313	737
696228	738
413057	739
332182	740
239190	741
522205	742
321098	743
187325	744
13435725	745
15015759	746
412951	747
495098	748
188491	749
720182	750
228707	751
846292	752
856847	753
